stud_id,name,gender,age,height,weight,religion,nc_score,semester,major,minor,score1,score2,online_tutorial,graduated,salary
753105,"Martinez, Breanna",Female,20,164,70.0,Orthodox,1.17,2nd,Political Science,Mathematics and Statistics,,,0,0,
483024,"Baca-Montano, Tiffany",Female,33,152,60.1,Protestant,2.7,3rd,Social Sciences,Political Science,43.0,50.0,1,0,
279671,"Pallen, Andrew",Male,24,173,74.4,Other,2.74,2nd,Biology,Mathematics and Statistics,,,0,0,
505652,"Shrestha, Andrew",Male,22,179,73.9,Other,3.89,5th,Environmental Sciences,Political Science,66.0,71.0,1,1,33924.95
540212,"Sanchez, Isaac",Male,25,177,74.4,Catholic,2.15,2nd,Mathematics and Statistics,Biology,,,0,0,
286237,"David, Tahleel",Male,22,191,89.5,Other,1.51,1st,Biology,Political Science,,,0,0,
894127,"Rivera, Raven",Female,21,168,71.4,Other,1.78,5th,Social Sciences,Mathematics and Statistics,53.0,46.0,1,1,27632.08
457748,"Balagot, Jordan",Male,20,186,86.5,Other,1.79,1st,Economics and Finance,Political Science,,,0,0,
228580,"Hill, Susana",Female,21,171,66.9,Catholic,3.01,4th,Social Sciences,Economics and Finance,46.0,47.0,1,1,31224.46
742844,"Blanchard, Mario",Male,18,183,80.5,Other,2.59,1st,Environmental Sciences,Economics and Finance,,,0,0,
712039,"Duran, Lela",Female,29,168,66.9,Catholic,3.85,5th,Economics and Finance,Social Sciences,68.0,64.0,1,1,42108.0
248311,"Brigham, Julian",Male,34,178,73.8,Catholic,1.55,4th,Biology,Environmental Sciences,80.0,74.0,0,0,
149248,"Ruiz, Kara",Female,22,167,70.5,Other,2.01,6th,Social Sciences,Mathematics and Statistics,46.0,45.0,0,0,
979289,"Coody, Sally",Female,22,164,65.4,Orthodox,1.52,4th,Political Science,Environmental Sciences,55.0,58.0,1,1,36508.24
403401,"Her, Vincent",Male,22,173,73.2,Other,3.12,>6th,Political Science,Social Sciences,60.0,58.0,0,1,37747.91
149540,"Fife, Lexy",Female,18,172,71.5,Other,1.19,>6th,Political Science,Social Sciences,55.0,58.0,1,1,34492.08
831973,"Samples, Velia",Female,51,152,63.8,Protestant,2.8,>6th,Biology,Mathematics and Statistics,74.0,80.0,1,1,38721.83
655546,"Alvarez, Breanna",Female,20,161,67.0,Catholic,1.74,2nd,Environmental Sciences,Social Sciences,,,0,0,
165377,"Williams, Anisa",Female,21,143,56.6,Protestant,3.53,6th,Environmental Sciences,Political Science,74.0,69.0,0,1,30095.66
367288,"Ozeta, Jasmine",Female,21,173,71.6,Catholic,1.71,2nd,Political Science,Economics and Finance,,,0,0,
494025,"Wong, Antonio",Male,21,165,70.3,Protestant,1.18,2nd,Environmental Sciences,Social Sciences,,,0,0,
334132,"Diaz, Brianna",Female,23,158,59.6,Other,1.63,4th,Social Sciences,Economics and Finance,45.0,44.0,1,0,
510131,"Aguilera Macias, Danielle",Female,21,162,65.5,Other,1.57,1st,Economics and Finance,Social Sciences,,,0,0,
566937,"Foster, Siengthong",Male,19,190,87.5,Muslim,1.02,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
720187,"Shorty, David",Male,51,192,90.0,Catholic,3.55,3rd,Environmental Sciences,Political Science,73.0,76.0,1,0,
951144,"Borunda, Chenchar",Male,22,187,88.2,Orthodox,3.03,2nd,Biology,Economics and Finance,,,0,0,
798476,"Thompson, David",Male,19,192,92.1,Catholic,2.1,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
868669,"Smith, Rashaan",Male,21,181,84.0,Muslim,1.17,2nd,Political Science,Environmental Sciences,,,0,0,
492136,"Gresham, Amy",Female,21,170,70.0,Muslim,1.08,6th,Biology,Political Science,72.0,81.0,0,1,38188.89
897152,"Fox, Tergel",Female,20,164,67.7,Catholic,1.38,3rd,Mathematics and Statistics,Social Sciences,85.0,92.0,1,0,
232713,"Newsom, Alexandra",Female,18,166,72.1,Catholic,3.01,4th,Biology,Political Science,73.0,84.0,1,0,
726505,"Baca, Gabrielle",Female,21,162,65.8,Other,1.46,2nd,Social Sciences,Mathematics and Statistics,,,0,0,
969521,"Velasquez, Keysha",Female,21,161,65.1,Orthodox,1.02,2nd,Political Science,Economics and Finance,,,0,0,
386584,"Parker, Valetty",Female,20,160,65.7,Other,1.29,1st,Biology,Economics and Finance,,,0,0,
919151,"Pleasant, Imani",Female,18,170,73.0,Muslim,1.2,4th,Economics and Finance,Biology,68.0,72.0,1,0,
754728,"Peil, Shahzad",Male,24,179,74.1,Other,2.76,3rd,Political Science,Mathematics and Statistics,55.0,54.0,0,0,
579104,"Farmer, Ricardo",Male,20,183,81.3,Orthodox,1.75,5th,Environmental Sciences,Social Sciences,65.0,76.0,1,1,47308.5
458881,"Ontiveros, Jacqueline",Female,19,162,62.0,Catholic,3.23,6th,Economics and Finance,Biology,73.0,71.0,1,1,43749.0
654710,"Hickson, Trevor",Male,22,184,81.8,Other,2.59,6th,Economics and Finance,Social Sciences,71.0,60.0,0,1,51367.37
379164,"Cox, Emily",Female,21,161,68.3,Protestant,2.39,1st,Political Science,Economics and Finance,,,0,0,
670749,"Reynosa, Cynthia",Female,22,155,64.7,Orthodox,1.15,3rd,Social Sciences,Mathematics and Statistics,45.0,35.0,1,0,
444341,"Rodriguez, Adrianna",Female,19,159,69.3,Other,3.2,2nd,Biology,Environmental Sciences,,,0,0,
435518,"Mendoza, Dalayah",Female,22,170,67.3,Catholic,1.19,1st,Environmental Sciences,Economics and Finance,,,0,0,
681269,"Tarrant, Wana",Female,19,148,61.3,Protestant,1.4,>6th,Social Sciences,Environmental Sciences,51.0,46.0,1,1,27606.4
199068,"Goette, Jasmine",Female,44,158,63.5,Muslim,1.96,5th,Social Sciences,Economics and Finance,56.0,51.0,1,0,
706940,"Barber, Skilah",Female,19,180,77.0,Protestant,2.95,3rd,Environmental Sciences,Political Science,64.0,80.0,0,0,
240345,"Johnson, Nicole",Female,21,160,64.5,Other,1.06,3rd,Social Sciences,Mathematics and Statistics,53.0,38.0,1,0,
217292,"Lam, James",Male,21,175,74.3,Catholic,3.7,3rd,Biology,Economics and Finance,78.0,82.0,1,0,
801346,"Burnett, Manikoun",Female,22,183,83.2,Protestant,2.5,1st,Economics and Finance,Social Sciences,,,0,0,
630637,"Masterson, Derick",Male,20,186,85.7,Other,2.23,3rd,Political Science,Mathematics and Statistics,58.0,63.0,0,0,
704386,"Ball, Vincente",Male,25,182,78.1,Protestant,1.49,3rd,Mathematics and Statistics,Social Sciences,87.0,87.0,0,0,
752044,"Lowe, Rebekah",Female,18,170,72.6,Protestant,1.84,3rd,Biology,Environmental Sciences,67.0,78.0,1,0,
694960,"Gadison, Johnnie",Male,22,174,74.1,Other,1.55,1st,Economics and Finance,Social Sciences,,,0,0,
251582,"Korn, Jennifer",Female,22,170,68.4,Protestant,1.73,3rd,Biology,Mathematics and Statistics,78.0,77.0,1,0,
392120,"Lajeunesse, Phaylinh",Female,20,159,67.3,Catholic,2.12,2nd,Social Sciences,Political Science,,,0,0,
144612,"Hernandez, Rasheeda",Female,24,154,62.1,Catholic,2.46,1st,Mathematics and Statistics,Political Science,,,0,0,
552063,"Johnson, Shawnna",Female,22,160,65.8,Protestant,3.38,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
635236,"Le, Joshua",Male,23,176,77.8,Catholic,1.27,4th,Mathematics and Statistics,Social Sciences,88.0,92.0,1,0,
747871,"Mckinney, Cody",Male,20,178,73.2,Catholic,2.54,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
540181,"Scheid, Breanna",Female,21,171,66.0,Catholic,2.12,4th,Environmental Sciences,Economics and Finance,73.0,69.0,0,0,
667472,"Pena, Karen",Female,21,171,71.8,Muslim,2.46,4th,Social Sciences,Environmental Sciences,48.0,42.0,1,0,
298182,"Boykin, Bruce",Male,21,184,80.8,Protestant,2.28,5th,Economics and Finance,Mathematics and Statistics,62.0,67.0,1,1,59920.48
481558,"Atmore, Kevin",Male,22,176,78.5,Catholic,3.36,>6th,Economics and Finance,Social Sciences,65.0,72.0,0,1,51465.42
665823,"Lymburn, Luis",Male,20,185,78.6,Protestant,1.2,4th,Mathematics and Statistics,Biology,88.0,90.0,1,0,
202012,"Hair, Kyle",Male,22,195,94.4,Other,2.21,5th,Biology,Social Sciences,76.0,75.0,1,1,49940.55
512261,"Shoats, Taylor",Male,23,181,82.4,Other,1.05,4th,Economics and Finance,Environmental Sciences,71.0,67.0,1,0,
513875,"Mayes, Melanie",Female,49,150,60.8,Other,2.98,4th,Economics and Finance,Biology,67.0,67.0,1,0,
168863,"Crist, Naaamorkor",Female,20,157,60.3,Other,2.12,4th,Economics and Finance,Social Sciences,67.0,70.0,0,0,
286333,"Amaya, Bethany",Female,22,171,68.6,Catholic,3.22,2nd,Political Science,Economics and Finance,,,0,0,
445871,"Marquez, Melonie",Female,22,164,70.2,Other,1.42,5th,Biology,Mathematics and Statistics,85.0,81.0,1,1,51353.46
350814,"Mcqueen-Rhodes, Ian",Male,19,182,83.8,Other,2.73,3rd,Social Sciences,Biology,44.0,44.0,0,0,
687990,"Smith, Amaihah",Female,31,173,74.2,Other,3.8,2nd,Economics and Finance,Political Science,,,0,0,
747244,"Mazotti, Jared",Male,22,194,96.7,Protestant,1.25,5th,Economics and Finance,Environmental Sciences,69.0,67.0,1,1,64271.12
288946,"Girma, Cassondra",Female,19,157,61.3,Other,2.34,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
388967,"Davis, Alana",Female,21,154,65.3,Catholic,1.45,3rd,Environmental Sciences,Political Science,65.0,72.0,1,0,
460611,"Villanueva, Brylle",Male,21,180,78.4,Catholic,2.32,1st,Economics and Finance,Political Science,,,0,0,
647407,"Maldonado, Blanca",Female,26,180,77.8,Other,1.28,3rd,Economics and Finance,Political Science,69.0,54.0,1,0,
952649,"Snyder-Jones, Anthony",Male,19,164,66.3,Catholic,1.4,>6th,Political Science,Environmental Sciences,60.0,55.0,0,1,37819.83
629063,"Latham, Anthony",Male,21,173,75.1,Other,1.23,3rd,Biology,Political Science,74.0,82.0,1,0,
729579,"Anderson, Nhuquynh",Female,23,155,64.8,Protestant,1.47,4th,Mathematics and Statistics,Political Science,87.0,93.0,1,0,
439609,"Amparan, Paige",Female,22,159,64.4,Other,3.65,2nd,Social Sciences,Environmental Sciences,,,0,0,
334303,"Trujillo Sais, Breanna",Female,20,169,71.5,Protestant,2.45,2nd,Political Science,Economics and Finance,,,0,0,
567209,"Dimas-Williams, Ashley",Female,21,164,64.8,Catholic,3.9,1st,Political Science,Environmental Sciences,,,0,0,
243014,"Galligan, Solomon",Male,20,188,93.1,Other,2.02,5th,Mathematics and Statistics,Political Science,90.0,87.0,0,1,69351.41
893193,"Batton, Hannah",Female,21,161,65.9,Protestant,2.12,5th,Biology,Economics and Finance,71.0,78.0,1,0,
691043,"Wallace, Christopher",Male,24,190,91.3,Other,3.0,1st,Environmental Sciences,Economics and Finance,,,0,0,
543466,"Plaatjes, Ryan",Male,22,174,68.6,Protestant,3.32,6th,Economics and Finance,Social Sciences,65.0,61.0,0,1,51568.11
824076,"Garcia, Andrea",Female,20,166,69.3,Protestant,2.19,3rd,Political Science,Social Sciences,52.0,63.0,1,0,
714061,"Kalu, Lisa",Female,21,174,75.1,Muslim,2.93,4th,Political Science,Biology,50.0,58.0,1,0,
516874,"Nelson, Arlene",Female,23,159,65.8,Catholic,2.2,3rd,Biology,Political Science,74.0,75.0,0,0,
483987,"Bailey, Austin",Male,20,180,78.9,Catholic,3.28,1st,Mathematics and Statistics,Social Sciences,,,0,0,
736577,"Martinez Ugalde, Ginasia",Female,21,168,70.5,Protestant,1.52,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
186220,"Lou, Norberto",Male,23,180,76.0,Catholic,2.71,>6th,Social Sciences,Biology,37.0,60.0,1,1,37258.96
648995,"Treu, Aiyana",Female,20,156,62.6,Other,1.81,1st,Political Science,Social Sciences,,,0,0,
669002,"Siddiqui, Givonne",Male,20,188,86.7,Protestant,3.04,3rd,Mathematics and Statistics,Social Sciences,89.0,85.0,1,0,
482518,"Moreland, Breanna",Female,22,158,63.0,Other,1.44,6th,Environmental Sciences,Social Sciences,69.0,80.0,1,1,29325.87
396803,"Salcedo, Angela",Female,23,174,75.1,Protestant,3.18,2nd,Environmental Sciences,Social Sciences,,,0,0,
407261,"Wu Zheng, Malik",Male,23,184,80.9,Protestant,1.37,4th,Economics and Finance,Biology,62.0,59.0,1,0,
185325,"Few, Michael",Male,56,183,81.2,Catholic,1.73,4th,Political Science,Economics and Finance,67.0,57.0,1,0,
766664,"Forrest, Heather",Female,22,177,78.9,Catholic,1.95,>6th,Environmental Sciences,Mathematics and Statistics,75.0,82.0,1,1,34211.75
762595,"Geberkidane, Stephanie",Female,21,149,58.1,Protestant,1.9,4th,Economics and Finance,Mathematics and Statistics,67.0,66.0,1,1,42971.29
814750,"Gomez, Daniel",Male,20,178,77.2,Protestant,2.59,2nd,Mathematics and Statistics,Biology,,,0,0,
306239,"Hernandez, Shydasha",Female,21,171,74.4,Other,2.49,1st,Biology,Political Science,,,0,0,
520343,"Nealey, Neal",Male,21,173,76.5,Other,1.91,6th,Mathematics and Statistics,Economics and Finance,84.0,92.0,1,0,
536100,"Gudino Betancourt, Natalie",Female,19,171,70.6,Catholic,2.41,2nd,Biology,Political Science,,,0,0,
491571,"Smith, Rebecca",Female,23,145,63.2,Catholic,2.11,5th,Social Sciences,Environmental Sciences,37.0,46.0,1,1,42555.19
303735,"Atkinson, Tristan",Male,21,184,82.3,Catholic,1.16,1st,Biology,Political Science,,,0,0,
212173,"Martinez, Jovonna",Female,21,158,59.6,Other,3.22,1st,Mathematics and Statistics,Political Science,,,0,0,
577119,"Miller, William",Male,22,171,76.0,Catholic,2.31,6th,Social Sciences,Environmental Sciences,49.0,35.0,1,1,33831.46
131665,"Wesley, Lasamoa",Female,24,169,71.6,Other,1.41,3rd,Social Sciences,Environmental Sciences,41.0,44.0,1,0,
888933,"Phontavee, Christopher",Male,22,181,79.3,Other,1.11,3rd,Political Science,Environmental Sciences,60.0,59.0,1,0,
143686,"Garcia, Celeste",Female,22,167,68.5,Other,1.79,3rd,Political Science,Environmental Sciences,54.0,56.0,0,0,
354338,"Nguyen, Jayson",Male,21,163,66.9,Protestant,3.86,4th,Environmental Sciences,Biology,72.0,73.0,0,0,
658745,"Quarles, Megan",Female,21,162,67.2,Other,1.94,1st,Political Science,Social Sciences,,,0,0,
638876,"Bird, Cody",Male,19,169,70.2,Other,1.34,4th,Environmental Sciences,Biology,69.0,78.0,1,0,
663353,"Nguyen, D'Angelo",Male,21,189,88.5,Other,1.78,1st,Political Science,Mathematics and Statistics,,,0,0,
440403,"Triana, Moira",Female,21,168,70.5,Other,1.24,3rd,Biology,Environmental Sciences,76.0,76.0,1,0,
751394,"Torres-Sagredo, Rebecca",Female,19,155,61.8,Other,2.9,1st,Social Sciences,Environmental Sciences,,,0,0,
863615,"Tam, Alejandro",Male,41,181,74.3,Orthodox,3.8,5th,Environmental Sciences,Economics and Finance,72.0,73.0,1,1,34491.28
880522,"Ironshield, Christopher",Male,26,167,72.3,Catholic,2.11,2nd,Biology,Social Sciences,,,0,0,
894922,"Spiller, Richmond",Male,22,174,73.5,Other,1.92,3rd,Mathematics and Statistics,Social Sciences,88.0,87.0,1,0,
922218,"Dominguez, Yohana",Female,22,163,62.6,Protestant,3.36,3rd,Political Science,Economics and Finance,50.0,58.0,1,0,
915922,"Armendariz Ochoa, Vanessa",Female,22,157,62.4,Catholic,2.72,2nd,Political Science,Environmental Sciences,,,0,0,
635655,"Martinez, Mariah",Female,24,156,65.1,Other,2.45,4th,Political Science,Mathematics and Statistics,49.0,62.0,1,0,
186285,"Vigil, Jeffrey",Male,22,166,69.2,Other,1.57,6th,Mathematics and Statistics,Biology,88.0,91.0,0,0,
659921,"Foster, Isaac",Male,25,198,98.1,Catholic,2.05,5th,Mathematics and Statistics,Biology,93.0,87.0,1,1,70324.84
375863,"Andrade, Mea",Female,22,159,62.6,Other,2.87,1st,Biology,Environmental Sciences,,,0,0,
824178,"Baros, Brandi",Female,26,160,68.7,Other,1.95,2nd,Social Sciences,Biology,,,0,0,
968176,"Martinez, Kevin",Male,21,181,78.7,Catholic,3.02,4th,Mathematics and Statistics,Biology,80.0,89.0,1,0,
901241,"Labishak, Martin",Male,19,164,66.4,Orthodox,1.18,3rd,Economics and Finance,Political Science,71.0,64.0,0,0,
195151,"Cradle, Stephanie",Female,23,170,68.8,Orthodox,2.01,3rd,Biology,Environmental Sciences,85.0,87.0,1,0,
813853,"Lawton, Jacob",Male,36,192,87.7,Orthodox,2.17,5th,Biology,Political Science,72.0,82.0,1,1,54410.44
186782,"Crawford, Hannah",Female,24,152,61.4,Catholic,3.04,1st,Social Sciences,Mathematics and Statistics,,,0,0,
652714,"Montoya-Gonsalez, Rosa",Female,22,169,67.3,Other,3.09,3rd,Biology,Environmental Sciences,82.0,76.0,1,0,
297472,"Wong, Joseph",Male,23,174,74.2,Catholic,1.32,3rd,Environmental Sciences,Mathematics and Statistics,70.0,73.0,0,0,
304740,"Cisneros, Liana",Female,24,158,63.8,Protestant,1.8,3rd,Economics and Finance,Social Sciences,62.0,64.0,1,0,
946346,"Nguyen, Matteo",Male,20,169,67.8,Other,1.53,6th,Biology,Economics and Finance,76.0,70.0,0,1,46897.27
868067,"Barnes, Marriah",Female,22,167,68.3,Other,2.31,5th,Political Science,Biology,51.0,56.0,0,0,
231747,"Martinez, Jasmine",Female,18,165,68.0,Protestant,1.69,1st,Social Sciences,Environmental Sciences,,,0,0,
352218,"Ravenell, Angela",Female,19,170,70.5,Protestant,2.72,2nd,Political Science,Mathematics and Statistics,,,0,0,
546796,"Garcia, Kalynne",Female,47,167,67.4,Catholic,1.46,2nd,Political Science,Economics and Finance,,,0,0,
598622,"Yohe-Ironwing, Michael",Male,24,181,80.1,Protestant,1.37,2nd,Economics and Finance,Social Sciences,,,0,0,
584261,"Giron, Jessica",Female,22,167,65.1,Catholic,1.94,3rd,Economics and Finance,Political Science,66.0,65.0,1,0,
924207,"Jefferson, William",Male,22,174,73.8,Other,1.76,3rd,Economics and Finance,Political Science,64.0,66.0,0,0,
236413,"Morton, Kourtney",Female,23,162,64.5,Catholic,3.51,2nd,Biology,Economics and Finance,,,0,0,
865700,"Gabriel, Marie",Female,26,164,69.6,Catholic,2.3,1st,Mathematics and Statistics,Political Science,,,0,0,
617524,"Adams, Kathryn",Female,19,159,60.8,Other,1.67,4th,Political Science,Environmental Sciences,49.0,61.0,1,0,
163772,"Ray, Sade",Female,23,163,65.4,Protestant,1.9,4th,Environmental Sciences,Economics and Finance,76.0,67.0,0,1,28235.06
496356,"Gonzales, Raquel",Female,24,164,65.6,Catholic,2.41,3rd,Political Science,Biology,58.0,53.0,0,0,
153149,"Mcbride, Thien",Male,21,169,70.6,Other,3.26,5th,Biology,Social Sciences,72.0,75.0,0,1,53242.38
583966,"Nguyen, James",Male,22,184,82.6,Catholic,2.8,4th,Environmental Sciences,Economics and Finance,70.0,75.0,1,0,
613077,"Thompson, Brandy",Female,20,172,75.6,Protestant,1.18,2nd,Political Science,Environmental Sciences,,,0,0,
329167,"Sharp, Brendon",Male,50,169,72.8,Other,1.41,5th,Economics and Finance,Social Sciences,66.0,69.0,1,0,
421803,"Mason, Kualii",Male,22,185,83.2,Other,2.4,1st,Environmental Sciences,Political Science,,,0,0,
498468,"Elazier, Abigail",Female,22,171,66.9,Catholic,1.95,1st,Political Science,Environmental Sciences,,,0,0,
905586,"Smith, Tyler",Male,21,160,65.8,Orthodox,1.65,5th,Economics and Finance,Environmental Sciences,64.0,66.0,0,1,47417.83
559035,"Suggs, Brent",Male,19,174,75.6,Protestant,1.83,6th,Mathematics and Statistics,Social Sciences,87.0,94.0,1,1,50317.87
692278,"Anderson, Andre",Male,20,168,68.3,Catholic,1.31,4th,Political Science,Environmental Sciences,49.0,61.0,1,0,
234067,"Smith, Rebecca",Female,20,167,68.5,Other,2.7,3rd,Mathematics and Statistics,Biology,92.0,85.0,1,0,
211707,"Flores Xochitla, Samoun",Female,22,162,67.2,Muslim,1.59,>6th,Biology,Mathematics and Statistics,74.0,76.0,1,1,40859.56
551999,"Olona, Emily",Female,21,157,64.8,Orthodox,2.81,1st,Biology,Economics and Finance,,,0,0,
661029,"Sihavong, Joline",Male,19,185,82.7,Orthodox,1.75,3rd,Environmental Sciences,Mathematics and Statistics,68.0,73.0,1,0,
227201,"Lee, Jaylen",Male,23,179,75.0,Catholic,2.87,2nd,Biology,Economics and Finance,,,0,0,
737759,"Casias, Brenda",Female,21,160,66.5,Protestant,2.44,2nd,Biology,Environmental Sciences,,,0,0,
216661,"Comcowich, Janet",Female,22,171,69.9,Catholic,2.15,2nd,Economics and Finance,Political Science,,,0,0,
583832,"Vasquez, David",Male,19,184,82.1,Catholic,1.05,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
255335,"Martinez, Maudgenique",Female,22,161,64.6,Catholic,1.61,2nd,Environmental Sciences,Political Science,,,0,0,
682388,"Smith, Shelby",Female,22,161,69.0,Protestant,1.75,3rd,Biology,Social Sciences,79.0,74.0,1,0,
531327,"Cotonuts, Matthew",Male,20,174,73.3,Catholic,1.36,5th,Economics and Finance,Environmental Sciences,71.0,68.0,1,1,46884.99
202610,"Bennett, Jina",Female,23,152,61.5,Catholic,3.58,4th,Social Sciences,Environmental Sciences,49.0,42.0,1,0,
604937,"Thomas, Trae",Male,21,180,78.9,Other,3.01,5th,Political Science,Social Sciences,53.0,47.0,1,1,35945.23
705138,"Christopherson, Gabriel",Male,24,190,88.6,Catholic,3.04,2nd,Environmental Sciences,Political Science,,,0,0,
200631,"Velasquez, Valerie",Female,21,157,63.8,Other,1.79,1st,Economics and Finance,Political Science,,,0,0,
791913,"Rosales, Jazmine",Female,20,160,63.5,Other,1.45,5th,Biology,Mathematics and Statistics,81.0,77.0,1,1,40064.43
347250,"Battulga, Walter",Male,20,186,80.3,Protestant,1.81,5th,Political Science,Environmental Sciences,53.0,57.0,1,0,
788263,"Hertz, Daniel",Male,19,163,67.3,Protestant,3.07,3rd,Biology,Political Science,73.0,86.0,1,0,
814407,"Trujillo, Jocilynn",Female,19,160,65.9,Catholic,1.6,3rd,Environmental Sciences,Political Science,73.0,72.0,0,0,
110615,"Hoyte, Shara",Female,25,148,57.5,Other,2.61,6th,Social Sciences,Environmental Sciences,45.0,40.0,1,0,
309747,"Rollins, Domonique",Female,22,164,65.1,Orthodox,1.6,2nd,Environmental Sciences,Economics and Finance,,,0,0,
303136,"Navarro, Shamari",Female,45,160,63.5,Catholic,2.63,4th,Biology,Mathematics and Statistics,78.0,82.0,1,1,52691.5
263444,"Curiel, Monee",Female,22,166,67.7,Orthodox,2.52,1st,Environmental Sciences,Mathematics and Statistics,,,0,0,
566262,"Swanson, Jamie",Female,22,184,82.7,Orthodox,1.68,6th,Economics and Finance,Biology,61.0,72.0,0,1,44368.51
355357,"Cornejo, Jessica",Female,22,162,65.4,Orthodox,1.03,3rd,Biology,Economics and Finance,75.0,75.0,0,0,
332055,"Romero, Zoe",Female,31,152,65.3,Catholic,3.5,2nd,Environmental Sciences,Mathematics and Statistics,,,0,0,
589783,"Castro, Cindy",Female,21,167,65.0,Catholic,2.96,3rd,Environmental Sciences,Biology,69.0,77.0,1,0,
267569,"Murphy, Andrew",Male,20,188,83.5,Catholic,1.19,1st,Economics and Finance,Political Science,,,0,0,
399182,"Mccann, Lindsay",Female,20,171,71.9,Other,2.58,1st,Political Science,Social Sciences,,,0,0,
406981,"Freeman, Pao",Male,20,176,72.8,Protestant,1.95,1st,Mathematics and Statistics,Biology,,,0,0,
685552,"Irving, Michaela",Female,19,167,73.1,Other,1.03,5th,Environmental Sciences,Political Science,65.0,70.0,0,1,38400.05
608386,"Ledru, Rick",Male,21,192,93.4,Catholic,1.27,1st,Mathematics and Statistics,Economics and Finance,,,0,0,
541606,"Duley, Jake",Male,22,175,74.1,Catholic,1.81,2nd,Economics and Finance,Political Science,,,0,0,
500052,"Wi, Lucas",Male,22,177,74.0,Catholic,1.12,3rd,Social Sciences,Biology,43.0,42.0,0,0,
290003,"Caballero, Tyler",Male,22,181,74.7,Catholic,2.7,2nd,Mathematics and Statistics,Environmental Sciences,,,0,0,
802126,"Cherry, Yousif",Male,21,173,71.8,Other,1.05,2nd,Mathematics and Statistics,Environmental Sciences,,,0,0,
986718,"Veltri, Colleen",Female,19,159,64.8,Catholic,2.56,1st,Environmental Sciences,Social Sciences,,,0,0,
429038,"Leon, Jaszymn",Female,21,156,64.7,Orthodox,1.22,1st,Biology,Political Science,,,0,0,
889652,"Trambulo, Daud",Male,22,144,60.9,Other,1.31,4th,Biology,Mathematics and Statistics,77.0,82.0,1,0,
965922,"Vue, Richard",Male,24,183,82.8,Orthodox,1.13,2nd,Political Science,Economics and Finance,,,0,0,
859468,"Kleinman, Catherine",Female,19,149,62.6,Other,2.01,2nd,Economics and Finance,Social Sciences,,,0,0,
606531,"Fernandez, Amelia",Female,52,161,64.2,Other,2.39,4th,Political Science,Mathematics and Statistics,49.0,58.0,0,1,20690.65
773254,"Senthilvel, Richard",Male,22,168,70.7,Orthodox,2.14,1st,Environmental Sciences,Biology,,,0,0,
555871,"Yazzie, Timothy",Male,22,180,79.0,Other,1.28,4th,Political Science,Social Sciences,60.0,53.0,0,1,44242.27
214356,"Rice, Lashawn",Male,19,176,74.3,Catholic,2.6,4th,Mathematics and Statistics,Biology,89.0,95.0,1,0,
281172,"Hopper, Brenden",Male,22,181,82.1,Protestant,1.25,1st,Economics and Finance,Political Science,,,0,0,
641111,"Erickson, Sabrina",Female,22,175,77.0,Catholic,2.38,1st,Biology,Environmental Sciences,,,0,0,
276507,"Hemlock, Lee",Male,20,188,84.2,Other,1.04,3rd,Social Sciences,Mathematics and Statistics,58.0,48.0,0,0,
177373,"Dreher, Darian",Female,19,152,59.6,Protestant,1.21,3rd,Mathematics and Statistics,Social Sciences,91.0,89.0,0,0,
395800,"Whyte, Robert",Male,22,177,72.4,Catholic,2.34,6th,Economics and Finance,Environmental Sciences,63.0,70.0,1,0,
673553,"Kiyota, Chamos",Male,20,174,70.6,Catholic,2.45,>6th,Political Science,Social Sciences,57.0,60.0,1,1,46155.09
729418,"Harvey, Yuri",Female,21,173,71.6,Muslim,3.08,3rd,Biology,Political Science,74.0,80.0,1,0,
133898,"Terrazas Balcorta, Yesenia",Female,22,158,64.6,Catholic,1.63,4th,Biology,Social Sciences,73.0,74.0,1,0,
341302,"Fernandez, Rhianna",Female,23,167,73.7,Catholic,1.75,2nd,Environmental Sciences,Biology,,,0,0,
377850,"Nguyen, Warner",Male,28,182,82.8,Other,2.62,3rd,Economics and Finance,Political Science,66.0,66.0,0,0,
926398,"Tall Bull, Marcus",Male,21,175,75.7,Protestant,2.27,>6th,Social Sciences,Economics and Finance,47.0,44.0,0,1,39931.42
913717,"Proctor, Abigail",Female,22,166,66.5,Catholic,3.49,4th,Environmental Sciences,Social Sciences,76.0,67.0,0,0,
616552,"Culhane, Jeremiah",Male,24,179,75.0,Other,2.34,4th,Political Science,Environmental Sciences,68.0,59.0,0,0,
426150,"Eisele, Ajai",Female,23,169,68.0,Other,1.21,2nd,Biology,Mathematics and Statistics,,,0,0,
576258,"Mccreary, Ryan",Male,21,185,82.3,Catholic,1.75,1st,Environmental Sciences,Biology,,,0,0,
948562,"Cabral, Anthony",Male,21,174,76.1,Catholic,1.02,1st,Social Sciences,Mathematics and Statistics,,,0,0,
759497,"Yamaguchi, Juan",Male,22,179,79.1,Protestant,2.81,5th,Economics and Finance,Political Science,67.0,68.0,1,1,62887.03
